ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2020,2020-09-13,09:00,10,Arena do Grêmio,Igor Junior Benevenuto,0,60540,Grêmio,Fortaleza,Renato Gaúcho,Rogério Ceni,8,10,19300000,7300000,30.8,30.2,1,1,0,1,6,2,11,13,12,9,1,2,2,0,14,3,4,0
2020,2020-09-13,11:00,10,Estádio Governador Plácido Castelo,Marielson Alves Silva,0,60326,Ceará SC,Flamengo,Guto Ferreira,Domènec Torrent,14,3,8400000,53650000,29.6,27.2,2,0,0,0,5,8,8,6,5,8,2,1,2,2,8,11,3,7
2020,2020-09-13,11:00,10,Estádio Raimundo Sampaio,Ramon Abatti,0,23018,Atlético-MG,RB Bragantino,Jorge Sampaoli,Maurício Barbieri,5,19,30500000,17580000,25.9,26.2,2,1,1,0,8,3,13,18,18,12,3,5,5,0,14,12,5,6
2020,2020-09-13,11:00,10,Estádio Serra Dourada,Flavio Rodrigues de Souza,0,50049,Goiás EC,Internacional,Thiago Larghi,Eduardo Coudet,20,1,10050000,18150000,28.0,28.8,1,0,1,0,0,12,10,14,14,10,4,0,1,5,6,15,3,5
2020,2020-09-13,11:00,10,Estádio Governador Roberto Santos,Vinicius Gomes,0,30000,EC Bahia,Atlético-GO,Mano Menezes,Vágner Mancini,9,16,13150000,8250000,28.8,24.9,0,1,0,1,5,5,16,20,17,13,2,1,5,1,9,12,3,4
2020,2020-09-14,12:45,10,Allianz Parque,Diego Pombo Lopez,0,43600,Palmeiras,Sport Recife,Vanderlei Luxemburgo,Jair Ventura,4,13,41600000,7450000,27.9,28.0,2,2,2,1,6,2,15,12,12,14,2,5,3,1,20,9,7,3
2020,2020-09-14,01:30,10,Estádio Olímpico Nilton Santos,Wilton Sampaio,0,46931,Botafogo,Vasco da Gama,Paulo Autuori,Ramon Menezes,17,6,9000000,22750000,26.5,27.7,2,3,0,1,5,4,18,8,8,18,3,7,0,2,25,14,12,5
2020,2020-08-27,12:00,11,Estádio Cícero Pompeu de Toledo,Marcelo de Lima Henrique,0,67428,São Paulo,Athletico-PR,Fernando Diniz,Dorival Júnior,4,9,19800000,14050000,27.1,24.5,1,0,0,0,4,1,13,16,14,13,3,5,3,1,16,5,8,2
2020,2020-09-17,02:30,11,Neo Química Arena,Wagner do Nascimento Magalhães,0,49205,Corinthians,EC Bahia,Coelho,Mano Menezes,16,14,25500000,11350000,26.5,29.2,3,2,2,1,4,11,15,13,12,15,3,2,1,5,11,24,4,13
2020,2020-09-20,12:00,11,Estádio Nabi Abi Chedid,Jefferson Ferreira Moraes,0,13212,RB Bragantino,Ceará SC,Maurício Barbieri,Guto Ferreira,20,11,16500000,7700000,25.6,27.7,4,2,3,1,5,9,24,11,10,23,4,5,2,1,18,13,8,4
2020,2020-09-20,12:00,11,Estádio Governador Plácido Castelo,Marielson Alves Silva,0,60326,Fortaleza,Internacional,Rogério Ceni,Eduardo Coudet,13,1,7750000,17850000,30.8,27.5,1,0,0,0,3,7,9,20,19,9,1,2,2,2,12,11,7,7
2020,2020-09-20,02:00,11,Estádio Antonio Accioly,Edina Alves Batista,0,13000,Atlético-GO,Atlético-MG,Vágner Mancini,Jorge Sampaoli,12,2,8250000,31900000,24.9,26.8,3,4,1,0,6,4,16,14,14,16,4,6,1,4,15,14,3,4
2020,2020-09-20,09:00,11,Arena do Grêmio,Rodrigo D,0,60540,Grêmio,Palmeiras,Renato Gaúcho,Vanderlei Luxemburgo,8,5,37400000,35650000,30.1,28.1,1,1,0,0,6,3,21,21,19,20,1,1,0,2,13,9,5,4
2020,2020-09-20,09:00,11,Estádio Major Antônio Couto Pereira,Luiz Flávio de Oliveira,0,37182,Coritiba FC,Vasco da Gama,,,18,3,,,,,1,0,0,0,6,6,14,15,15,14,3,1,3,0,11,11,5,5
2020,2020-09-20,11:15,11,Estádio Olímpico Nilton Santos,Jose Mendonça,0,46931,Botafogo,Santos FC,Paulo Autuori,Cuca,17,7,9950000,20900000,25.2,27.4,0,0,0,0,8,10,15,13,13,14,6,0,0,1,7,21,6,10
2020,2020-09-21,01:30,11,Estádio Adelmar da Costa Carvalho,Leandro Pedro Vuaden,0,35000,Sport Recife,Fluminense,Jair Ventura,Odair Hellmann,15,10,6850000,11600000,28.0,26.8,1,0,1,0,5,8,10,9,9,8,4,2,3,3,8,18,2,9
2020,2020-10-13,11:00,11,Estádio Jornalista Mário Filho,Paulo Roberto Alves Júnior,0,78838,Flamengo,Goiás EC,Domènec Torrent,Enderson Moreira,6,19,49200000,10050000,25.2,27.5,2,1,1,1,9,4,12,12,11,12,3,10,1,4,31,7,13,2
2020,2020-09-24,02:30,12,Estádio Adelmar da Costa Carvalho,Wilton Sampaio,0,35000,Sport Recife,Corinthians,Jair Ventura,Coelho,12,14,8500000,23500000,29.7,27.4,1,0,1,0,3,8,11,15,14,11,2,1,1,2,9,16,3,8
2020,2020-09-27,12:00,12,Estádio Beira-Rio,Marcelo de Lima Henrique,0,56000,Internacional,São Paulo,Eduardo Coudet,Fernando Diniz,3,2,25550000,33200000,28.0,26.8,1,1,1,1,1,4,16,16,15,16,5,0,3,0,4,18,0,7
2020,2020-09-27,12:00,12,Arena da Baixada,Ricardo Marques Ribeiro,0,42372,Athletico-PR,EC Bahia,Eduardo Barros,Mano Menezes,10,16,17800000,14150000,25.8,27.1,1,0,0,0,1,6,20,11,10,19,4,3,2,4,13,14,8,6
2020,2020-09-27,02:00,12,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,0,23018,Atlético-MG,Grêmio,Jorge Sampaoli,Renato Gaúcho,1,8,32600000,42600000,25.9,28.4,3,1,1,0,9,4,20,11,10,20,3,3,0,0,20,9,7,5
2020,2020-09-27,04:00,12,Estádio São Januário,Rodolpho Toski Marques,0,24584,Vasco da Gama,RB Bragantino,Ramon Menezes,Maurício Barbieri,6,18,20000000,16680000,25.5,27.3,1,1,0,0,2,5,9,16,16,7,2,0,4,1,10,12,4,6
2020,2020-09-27,09:00,12,Allianz Parque,Jean Pierre Goncalves Lima,0,43600,Palmeiras,Flamengo,Vanderlei Luxemburgo,Domènec Torrent,5,4,70250000,50500000,27.5,21.6,1,1,0,0,5,4,13,16,16,13,3,6,1,0,17,10,7,4
2020,2020-09-27,11:15,12,Estádio Governador Plácido Castelo,Ramon Abatti,0,60326,Ceará SC,Goiás EC,Guto Ferreira,Thiago Larghi,13,20,7550000,10050000,31.2,28.2,2,2,0,1,11,7,14,14,13,12,5,3,8,3,19,10,8,2
2020,2020-09-27,11:15,12,Estádio Antonio Accioly,Leandro Pedro Vuaden,0,13000,Atlético-GO,Botafogo,Vágner Mancini,Paulo Autuori,15,19,9600000,8200000,26.3,25.5,1,1,0,1,7,5,16,12,11,14,4,1,2,0,10,16,5,6
2020,2020-09-28,01:30,12,Estádio Urbano Caldeira,Héber Lopes,0,20120,Santos FC,Fortaleza,Cuca,Rogério Ceni,7,9,28300000,8050000,24.9,30.9,1,1,1,0,9,5,12,19,19,12,2,5,1,2,15,12,6,6
2020,2020-09-29,01:00,12,Estádio Olímpico Nilton Santos,Vinicius Gonçalves Dias Araujo,0,42238,Fluminense,Coritiba FC,,,11,17,,,,,4,0,1,0,5,4,16,19,18,14,1,3,0,3,15,10,4,5
2020,2020-10-03,10:00,13,Arena do Grêmio,Raphael Claus,0,60540,Grêmio,Internacional,Renato Gaúcho,Eduardo Coudet,12,3,44100000,28350000,29.1,29.9,1,1,0,0,5,5,14,16,16,13,1,4,1,1,14,9,4,6
2020,2020-10-04,12:00,13,Allianz Parque,Bruno Arleu de Araújo,0,43600,Palmeiras,Ceará SC,Vanderlei Luxemburgo,Guto Ferreira,5,13,36950000,5650000,28.2,29.8,2,1,1,1,9,4,10,19,19,10,6,9,1,0,27,13,10,3
2020,2020-10-04,02:00,13,Estádio Nabi Abi Chedid,Edina Alves Batista,0,13212,RB Bragantino,Corinthians,Maurício Barbieri,Coelho,18,15,16780000,33900000,27.5,28.8,0,0,0,0,3,8,18,13,13,17,4,2,1,1,10,12,5,4
2020,2020-10-04,04:00,13,Estádio Olímpico Nilton Santos,Anderson Daronco,0,46931,Botafogo,Fluminense,Bruno Lazaroni,Odair Hellmann,19,7,9700000,11600000,26.6,29.7,1,1,0,1,7,4,20,22,21,20,5,5,0,1,17,8,9,3
2020,2020-10-04,09:00,13,Estádio Jornalista Mário Filho,Rodrigo D,0,78838,Flamengo,Athletico-PR,Domènec Torrent,Eduardo Barros,4,8,59150000,15450000,25.9,26.5,3,1,0,0,4,5,18,22,21,17,2,4,2,2,13,10,4,5
2020,2020-10-04,09:00,13,Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhães,0,37182,Coritiba FC,São Paulo,,,17,2,,,,,1,1,1,0,2,11,13,12,12,11,4,0,0,2,3,19,2,9
2020,2020-10-04,11:15,13,Estádio Governador Roberto Santos,Rafael Traci,0,31000,EC Bahia,Sport Recife,Mano Menezes,Jair Ventura,16,9,11980000,8400000,29.3,29.1,1,2,0,1,11,0,15,13,10,14,0,10,2,0,23,5,8,2
2020,2020-10-04,11:15,13,Estádio Governador Plácido Castelo,Jose Mendonça,0,60326,Fortaleza,Atlético-GO,Rogério Ceni,Vágner Mancini,11,14,7250000,8400000,29.6,25.5,0,0,0,0,8,1,8,14,14,7,2,4,1,0,15,7,8,4
2020,2020-10-04,11:15,13,Estádio Serra Dourada,Marielson Alves Silva,0,50049,Goiás EC,Santos FC,Enderson Moreira,Cuca,20,10,10050000,21600000,28.1,25.9,2,3,1,1,2,4,16,15,15,16,2,2,4,0,14,10,9,3
2020,2020-10-05,01:30,13,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,0,23018,Atlético-MG,Vasco da Gama,Jorge Sampaoli,Ramon Menezes,1,6,31100000,23000000,26.9,26.0,4,1,4,1,,,,,,,,,,,,,,
2020,2020-10-08,12:00,14,Neo Química Arena,Marcelo de Lima Henrique,0,49205,Corinthians,Santos FC,Coelho,Cuca,15,7,32800000,24200000,27.6,26.1,1,1,1,1,6,3,19,16,16,19,1,3,0,0,13,7,6,3
2020,2020-10-08,12:15,14,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,0,78838,Flamengo,Sport Recife,Domènec Torrent,Jair Ventura,2,6,47250000,8400000,27.3,29.1,3,0,0,0,8,6,14,16,16,12,1,3,1,1,16,14,5,7
2020,2020-10-08,12:15,14,Arena do Grêmio,Ramon Abatti,0,60540,Grêmio,Coritiba FC,,,12,17,,,,,2,1,2,0,6,6,18,21,20,18,2,3,1,4,11,13,4,6
2020,2020-10-08,12:15,14,Estádio Governador Roberto Santos,Jean Pierre Goncalves Lima,0,30000,EC Bahia,Vasco da Gama,Mano Menezes,Ramon Menezes,16,8,11700000,21100000,29.1,26.8,3,0,3,0,4,6,18,15,14,16,1,3,0,1,13,10,3,6
2020,2020-10-08,01:30,14,Estádio Cícero Pompeu de Toledo,Dyorgines Jose Padovani,0,67428,São Paulo,Atlético-GO,Fernando Diniz,Vágner Mancini,3,13,27000000,7650000,26.9,26.0,3,0,1,0,5,3,17,12,12,17,5,6,1,2,25,15,8,8
2020,2020-10-08,01:30,14,Estádio Serra Dourada,Luiz Flávio de Oliveira,0,50049,Goiás EC,Fluminense,Enderson Moreira,Odair Hellmann,20,9,6700000,11350000,26.2,29.6,2,4,1,1,5,4,19,15,14,16,1,1,0,4,12,10,7,3
2020,2020-10-08,02:30,14,Estádio Olímpico Nilton Santos,Rodolpho Toski Marques,0,46931,Botafogo,Palmeiras,Bruno Lazaroni,Vanderlei Luxemburgo,19,4,10300000,29000000,26.4,29.3,2,1,0,0,2,5,16,15,15,15,3,2,0,2,11,20,2,11
2020,2020-10-08,02:30,14,Estádio Governador Plácido Castelo,Savio Pereira Sampaio,0,60326,Fortaleza,Atlético-MG,Rogério Ceni,Jorge Sampaoli,11,1,7500000,23600000,29.5,29.2,2,1,1,1,1,8,9,19,18,9,3,1,1,2,7,15,1,10
2020,2020-10-09,12:00,14,Arena da Baixada,Wilton Sampaio,0,42372,Athletico-PR,Ceará SC,Eduardo Barros,Guto Ferreira,10,14,18200000,7000000,26.8,31.9,0,0,0,0,3,3,11,12,12,10,4,1,2,2,13,13,7,6
2020,2020-10-09,02:00,14,Estádio Nabi Abi Chedid,Felipe Fernandes,0,13212,RB Bragantino,Internacional,Maurício Barbieri,Eduardo Coudet,18,5,14530000,28100000,27.4,28.4,0,2,0,2,7,2,18,22,22,16,3,2,2,1,12,8,3,2
2020,2020-10-10,10:00,15,Estádio São Januário,Flavio Rodrigues de Souza,0,24584,Vasco da Gama,Flamengo,Alexandre Grasseli,Domènec Torrent,11,2,22150000,52200000,26.4,26.6,1,2,1,0,5,5,14,25,24,13,1,3,3,2,13,8,6,2
2020,2020-10-11,12:00,15,Allianz Parque,Leandro Pedro Vuaden,0,43600,Palmeiras,São Paulo,Vanderlei Luxemburgo,Fernando Diniz,5,3,28350000,31200000,28.7,26.5,0,2,0,0,8,4,15,17,15,15,2,3,2,0,9,13,4,6
2020,2020-10-11,12:00,15,Estádio Major Antônio Couto Pereira,Ricardo Marques Ribeiro,0,37182,Coritiba FC,Fortaleza,,,18,9,,,,,0,0,0,0,2,4,19,12,12,18,2,2,1,0,10,12,7,6
2020,2020-10-11,02:00,15,Estádio Governador Magalhães Pinto,Vinicius Gonçalves Dias Araujo,0,57018,Atlético-MG,Goiás EC,Jorge Sampaoli,Enderson Moreira,1,20,27800000,9200000,26.5,26.7,3,0,2,0,8,1,14,11,11,13,3,8,4,1,23,4,8,0
2020,2020-10-11,09:00,15,Estádio Jornalista Mário Filho,Jose Mendonça,0,82238,Fluminense,EC Bahia,Odair Hellmann,Mano Menezes,6,13,11350000,11700000,29.6,29.1,1,0,0,0,3,4,26,18,18,26,1,1,0,0,8,12,5,7
2020,2020-10-11,09:00,15,Estádio Urbano Caldeira,Braulio da Silva Machado,0,20120,Santos FC,Grêmio,Cuca,Renato Gaúcho,7,10,30600000,21950000,26.0,30.0,2,1,1,0,4,7,16,14,12,16,3,4,3,2,11,11,4,5
2020,2020-10-11,11:15,15,Estádio Adelmar da Costa Carvalho,Rodrigo D,0,35000,Sport Recife,Botafogo,Jair Ventura,Bruno Lazaroni,8,17,8100000,11000000,28.0,27.5,1,2,0,2,6,8,11,15,14,11,2,2,0,0,17,11,10,5
2020,2020-10-11,11:15,15,Estádio Antonio Accioly,Héber Lopes,0,13000,Atlético-GO,RB Bragantino,Vágner Mancini,Maurício Barbieri,16,19,8800000,7350000,25.2,28.5,2,1,1,1,7,11,17,18,16,16,4,6,0,2,24,19,13,8
2020,2020-10-12,01:30,15,Estádio Beira-Rio,Bruno Arleu de Araújo,0,56000,Internacional,Athletico-PR,Eduardo Coudet,Eduardo Barros,4,12,26000000,20000000,27.1,25.9,2,1,2,1,6,1,19,14,12,19,3,3,3,2,13,14,2,6
2020,2020-10-12,01:30,15,Estádio Governador Plácido Castelo,Anderson Daronco,0,60326,Ceará SC,Corinthians,Guto Ferreira,Coelho,14,15,7100000,37600000,30.3,26.1,2,1,1,1,6,6,9,10,10,8,2,3,2,1,15,10,10,4
2020,2020-10-14,11:00,16,Allianz Parque,Jefferson Ferreira Moraes,0,43600,Palmeiras,Coritiba FC,,,7,18,,,,,1,3,1,2,6,2,13,20,20,12,6,4,1,2,16,12,6,2
2020,2020-10-15,12:15,16,Arena do Grêmio,Luiz Flávio de Oliveira,0,60540,Grêmio,Botafogo,Renato Gaúcho,Bruno Lazaroni,10,15,45400000,8900000,30.3,25.4,3,1,1,1,1,4,11,13,13,11,2,1,1,0,10,16,5,11
2020,2020-10-15,01:30,16,Estádio Urbano Caldeira,Igor Junior Benevenuto,0,20120,Santos FC,Atlético-GO,Cuca,Eduardo Souza,6,14,25200000,8400000,26.0,24.8,0,1,0,0,7,2,18,21,20,16,0,3,1,2,12,8,5,5
2020,2020-10-15,02:30,16,Estádio Governador Magalhães Pinto,Raphael Claus,0,57000,Atlético-MG,Fluminense,Jorge Sampaoli,Odair Hellmann,1,5,28600000,12750000,26.2,26.9,1,1,0,1,9,4,11,9,9,11,2,7,0,3,13,11,3,6
2020,2020-10-15,02:30,16,Estádio Adelmar da Costa Carvalho,Wagner do Nascimento Magalhães,0,35000,Sport Recife,Internacional,Jair Ventura,Eduardo Coudet,9,4,8450000,25100000,28.3,30.5,3,5,1,2,2,7,6,19,19,6,4,2,1,3,13,14,6,5
2020,2020-10-15,02:30,16,Arena da Baixada,Savio Pereira Sampaio,0,42372,Athletico-PR,Corinthians,Eduardo Barros,Vágner Mancini,12,17,20500000,33000000,25.3,26.2,0,1,0,0,8,2,18,14,13,18,5,9,2,1,15,13,4,5
2020,2020-10-16,01:00,16,Estádio Jornalista Mário Filho,Daniel Nobre Bins,0,78838,Flamengo,RB Bragantino,Domènec Torrent,Maurício Barbieri,2,19,42600000,10750000,26.4,25.5,1,1,0,0,5,1,16,14,12,16,2,9,1,2,19,11,5,5
2020,2020-10-17,01:00,16,Estádio Serra Dourada,Rodrigo Carvalhaes de Miranda,0,50049,Goiás EC,EC Bahia,Enderson Moreira,Mano Menezes,20,16,7830000,11600000,28.3,29.3,1,1,0,0,5,2,16,18,16,16,2,3,1,3,10,13,4,6
2020,2020-11-19,11:00,16,Estádio São Januário,Jean Pierre Goncalves Lima,0,24584,Vasco da Gama,Fortaleza,Ricardo Sá Pinto,Rogério Ceni,11,8,22200000,7300000,27.8,30.0,0,0,0,0,4,11,11,20,17,10,5,5,1,1,11,18,4,6
2020,2020-11-25,11:15,16,Estádio Governador Plácido Castelo,Wagner do Nascimento Magalhães,0,60326,Ceará SC,São Paulo,Guto Ferreira,Fernando Diniz,13,3,7350000,30700000,28.2,27.4,1,1,0,1,,,,,,,,,,,,,,
2020,2020-10-18,12:00,17,Estádio Major Antônio Couto Pereira,Bruno Arleu de Araújo,0,37182,Coritiba FC,Santos FC,,,18,6,,,,,1,2,0,2,9,1,18,25,25,16,0,3,1,0,18,6,9,2
2020,2020-10-18,12:00,17,Estádio Antonio Accioly,Pablo Ramón Goncalves Pinheiro,0,13000,Atlético-GO,Athletico-PR,Eduardo Souza,Eduardo Barros,10,14,9600000,21250000,25.4,25.4,1,1,1,0,2,11,10,20,20,8,5,0,1,2,11,18,8,8
2020,2020-10-18,12:00,17,Estádio Jornalista Mário Filho,Gilberto Rodrigues Castro Junior,0,82238,Fluminense,Ceará SC,Odair Hellmann,Guto Ferreira,5,13,12650000,6100000,29.5,29.4,2,2,1,1,4,3,16,17,17,15,3,1,2,2,6,17,2,7
2020,2020-10-18,02:00,17,Estádio Cícero Pompeu de Toledo,Rafael Traci,0,67428,São Paulo,Grêmio,Fernando Diniz,Renato Gaúcho,4,7,31200000,48100000,26.4,28.8,0,0,0,0,2,7,24,15,15,23,2,1,1,2,8,11,7,6
2020,2020-10-18,09:00,17,Neo Química Arena,Leandro Pedro Vuaden,0,49205,Corinthians,Flamengo,Vágner Mancini,Domènec Torrent,15,3,25600000,51250000,28.2,26.9,1,5,0,1,10,3,14,13,13,14,1,6,1,2,19,9,8,1
2020,2020-10-18,11:15,17,Estádio Beira-Rio,Braulio da Silva Machado,0,56000,Internacional,Vasco da Gama,Eduardo Coudet,Alexandre Grasseli,2,12,25400000,23150000,29.6,27.0,2,0,2,0,6,3,17,11,11,16,4,5,1,0,13,8,4,4
2020,2020-10-19,01:30,17,Estádio Governador Plácido Castelo,Marcelo de Lima Henrique,0,60326,Fortaleza,Palmeiras,Rogério Ceni,Andrey Lopes,9,8,6250000,46400000,28.2,26.8,2,0,2,0,1,7,14,19,19,14,3,2,0,2,10,15,5,6
2020,2020-10-19,01:30,17,Estádio Nabi Abi Chedid,Ricardo Marques Ribeiro,0,13212,RB Bragantino,Sport Recife,Maurício Barbieri,Jair Ventura,19,11,15580000,8600000,26.1,27.7,2,0,0,0,8,6,13,13,12,13,2,2,1,0,18,3,11,0
2020,2020-10-20,01:00,17,Estádio Governador Roberto Santos,Anderson Daronco,0,30000,EC Bahia,Atlético-MG,Mano Menezes,Jorge Sampaoli,17,1,8530000,31100000,27.7,26.9,3,1,0,1,2,8,14,14,13,14,3,3,1,1,13,20,4,11
2020,2020-10-20,01:00,17,Estádio Olímpico Nilton Santos,Edina Alves Batista,0,46931,Botafogo,Goiás EC,Bruno Lazaroni,Enderson Moreira,16,20,10150000,10450000,26.7,27.1,0,0,0,0,11,5,18,11,10,17,4,6,3,0,23,12,7,6
2020,2020-10-22,02:30,18,Estádio São Januário,Caio Max Augusto Vieira,0,24584,Vasco da Gama,Corinthians,Ricardo Sá Pinto,Vágner Mancini,13,17,17100000,27600000,25.0,27.4,1,2,0,1,9,6,12,18,15,12,2,7,1,2,17,11,6,3
2020,2020-10-24,10:00,18,Estádio Nabi Abi Chedid,Ramon Abatti,0,13212,RB Bragantino,Goiás EC,Maurício Barbieri,Enderson Moreira,19,20,16100000,7830000,27.4,28.4,2,0,1,0,6,4,17,15,14,17,1,3,1,3,14,7,6,5
2020,2020-10-25,12:00,18,Estádio Governador Plácido Castelo,Felipe Fernandes,0,60326,Ceará SC,Coritiba FC,,,12,18,,,,,2,1,1,1,5,8,22,12,10,21,5,2,1,1,15,14,8,6
2020,2020-10-25,02:00,18,Estádio Governador Magalhães Pinto,Paulo Roberto Alves Júnior,0,57000,Atlético-MG,Sport Recife,Jorge Sampaoli,Jair Ventura,3,11,31100000,7350000,26.9,29.6,0,0,0,0,13,4,10,11,11,7,0,9,2,1,26,3,11,3
2020,2020-10-25,08:00,18,Estádio Jornalista Mário Filho,Anderson Daronco,0,82238,Fluminense,Santos FC,Odair Hellmann,Cuca,6,5,12050000,23900000,29.3,26.1,3,1,1,1,10,8,13,18,18,12,1,5,2,3,19,9,5,3
2020,2020-10-25,08:00,18,Estádio Antonio Accioly,Savio Pereira Sampaio,0,13000,Atlético-GO,Palmeiras,Eduardo Souza,Andrey Lopes,10,9,7900000,44750000,24.6,26.8,0,3,0,1,6,3,15,17,17,13,1,5,0,2,20,12,9,6
2020,2020-10-25,10:15,18,Estádio Beira-Rio,Wilton Sampaio,0,56000,Internacional,Flamengo,Eduardo Coudet,Domènec Torrent,1,2,25200000,51050000,28.9,26.7,2,2,2,1,1,7,16,15,14,15,3,3,1,1,10,16,4,5
2020,2020-10-25,10:15,18,Arena da Baixada,Flavio Rodrigues de Souza,0,42372,Athletico-PR,Grêmio,Paulo Autuori,Renato Gaúcho,15,8,20800000,16350000,27.1,27.7,1,2,1,0,4,2,15,11,10,15,1,0,1,1,5,8,4,6
2020,2020-11-11,10:45,18,Arena Fonte Nova,Wagner do Nascimento Magalhães,0,55000,EC Bahia,Fortaleza,Mano Menezes,Marconne Montenegro,14,7,8480000,7850000,27.7,30.2,2,1,1,0,4,7,14,11,11,13,0,4,1,2,13,8,5,4
2020,2020-12-10,01:30,18,Estádio Cícero Pompeu de Toledo,Ricardo Marques Ribeiro,0,67428,São Paulo,Botafogo,Fernando Diniz,Felipe Lucena,4,16,31000000,10850000,27.1,27.1,4,0,3,0,12,0,12,8,6,12,1,10,1,0,31,8,13,6
2020,2020-10-31,09:00,19,Estádio Olímpico Nilton Santos,Diego Pombo Lopez,0,46931,Botafogo,Ceará SC,Flávio Tenius,Guto Ferreira,18,10,7580000,6900000,25.8,29.5,2,2,2,1,4,2,17,19,18,15,2,5,1,0,12,10,4,5
2020,2020-10-31,11:00,19,Neo Química Arena,Paulo Roberto Alves Júnior,0,49205,Corinthians,Internacional,Vágner Mancini,Eduardo Coudet,14,1,27400000,27700000,28.1,28.8,1,0,1,0,2,4,17,12,11,15,0,2,2,2,8,7,4,4
2020,2020-10-31,11:00,19,Estádio Major Antônio Couto Pereira,Daniel Nobre Bins,0,37182,Coritiba FC,Atlético-GO,Pachequinho,Eduardo Souza,19,12,8450000,7950000,29.0,25.7,1,0,1,0,0,12,22,18,17,21,5,0,0,0,5,14,3,4
2020,2020-11-01,01:00,19,Estádio Governador Plácido Castelo,Marielson Alves Silva,0,60326,Fortaleza,Fluminense,Rogério Ceni,Odair Hellmann,9,5,7400000,12800000,28.6,27.3,0,1,0,0,3,7,14,18,18,14,3,1,0,1,4,11,2,4
2020,2020-11-01,08:00,19,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,0,78838,Flamengo,São Paulo,Domènec Torrent,Fernando Diniz,2,3,48050000,31200000,26.5,26.4,1,4,1,2,6,4,18,18,18,17,4,6,2,0,17,13,3,3
2020,2020-11-01,08:00,19,Estádio Adelmar da Costa Carvalho,Jefferson Ferreira Moraes,0,35000,Sport Recife,Athletico-PR,Jair Ventura,Paulo Autuori,13,16,8300000,15400000,28.9,26.0,1,0,0,0,2,5,17,15,15,16,2,2,3,3,11,12,4,7
2020,2020-11-01,10:15,19,Estádio Urbano Caldeira,Héber Lopes,0,20120,Santos FC,EC Bahia,Cuca,Mano Menezes,6,11,36600000,9300000,25.6,27.8,3,1,3,1,6,9,19,13,13,19,5,3,2,3,9,21,2,7
2020,2020-11-02,12:30,19,Estádio Serra Dourada,Igor Junior Benevenuto,0,50049,Goiás EC,Vasco da Gama,Enderson Moreira,Ricardo Sá Pinto,20,15,8050000,19300000,26.8,25.6,1,1,0,1,2,6,16,19,18,14,0,9,2,6,19,7,4,2
2020,2020-11-02,09:00,19,Allianz Parque,Braulio da Silva Machado,0,43600,Palmeiras,Atlético-MG,Andrey Lopes,Jorge Sampaoli,8,4,40250000,42500000,27.4,25.7,3,0,1,0,3,9,10,12,11,10,2,5,2,0,19,16,9,9
